filename,label
0001.jpg,gado_gado
0002.jpg,gado_gado
0003.jpg,rendang
0004.jpg,bakso
0005.jpg,bakso
0006.jpg,soto_ayam
0007.jpg,rendang
0008.jpg,soto_ayam
0009.jpg,bakso
0010.jpg,gado_gado
0011.jpg,bakso
0012.jpg,nasi_goreng
0013.jpg,rendang
0014.jpg,soto_ayam
0015.jpg,nasi_goreng
0016.jpg,soto_ayam
0017.jpg,rendang
0018.jpg,gado_gado
0019.jpg,gado_gado
0020.jpg,nasi_goreng
0021.jpg,soto_ayam
0022.jpg,rendang
0023.jpg,nasi_goreng
0024.jpg,nasi_goreng
0025.jpg,nasi_goreng
0026.jpg,soto_ayam
0027.jpg,bakso
0028.jpg,bakso
0029.jpg,gado_gado
0030.jpg,nasi_goreng
0031.jpg,rendang
0032.jpg,bakso
0033.jpg,gado_gado
0034.jpg,soto_ayam
0035.jpg,bakso
0036.jpg,nasi_goreng
0037.jpg,gado_gado
0038.jpg,rendang
0039.jpg,bakso
0040.jpg,nasi_goreng
0041.jpg,nasi_goreng
0042.jpg,bakso
0043.jpg,rendang
0044.jpg,soto_ayam
0045.jpg,gado_gado
0046.jpg,soto_ayam
0047.jpg,soto_ayam
0048.jpg,gado_gado
0049.jpg,nasi_goreng
0050.jpg,soto_ayam
0051.jpg,rendang
0052.jpg,nasi_goreng
0053.jpg,soto_ayam
0054.jpg,soto_ayam
0055.jpg,nasi_goreng
0056.jpg,rendang
0057.jpg,soto_ayam
0058.jpg,nasi_goreng
0059.jpg,gado_gado
0060.jpg,soto_ayam
0061.jpg,bakso
0062.jpg,rendang
0063.jpg,nasi_goreng
0064.jpg,gado_gado
0065.jpg,bakso
0066.jpg,bakso
0067.jpg,soto_ayam
0068.jpg,nasi_goreng
0069.jpg,bakso
0070.jpg,gado_gado
0071.jpg,bakso
0072.jpg,soto_ayam
0073.jpg,gado_gado
0074.jpg,gado_gado
0075.jpg,nasi_goreng
0076.jpg,nasi_goreng
0077.jpg,gado_gado
0078.jpg,nasi_goreng
0079.jpg,bakso
0080.jpg,bakso
0081.jpg,rendang
0082.jpg,nasi_goreng
0083.jpg,soto_ayam
0084.jpg,bakso
0085.jpg,bakso
0086.jpg,soto_ayam
0087.jpg,gado_gado
0088.jpg,gado_gado
0089.jpg,rendang
0090.jpg,soto_ayam
0091.jpg,rendang
0092.jpg,soto_ayam
0093.jpg,bakso
0094.jpg,gado_gado
0095.jpg,rendang
0096.jpg,soto_ayam
0097.jpg,rendang
0098.jpg,bakso
0099.jpg,bakso
0100.jpg,nasi_goreng
0101.jpg,rendang
0102.jpg,rendang
0103.jpg,gado_gado
0104.jpg,soto_ayam
0105.jpg,gado_gado
0106.jpg,bakso
0107.jpg,bakso
0108.jpg,rendang
0109.jpg,bakso
0110.jpg,bakso
0111.jpg,gado_gado
0112.jpg,bakso
0113.jpg,soto_ayam
0114.jpg,bakso
0115.jpg,rendang
0116.jpg,gado_gado
0117.jpg,gado_gado
0118.jpg,rendang
0119.jpg,nasi_goreng
0120.jpg,nasi_goreng
0121.jpg,bakso
0122.jpg,rendang
0123.jpg,nasi_goreng
0124.jpg,soto_ayam
0125.jpg,soto_ayam
0126.jpg,nasi_goreng
0127.jpg,gado_gado
0128.jpg,bakso
0129.jpg,bakso
0130.jpg,soto_ayam
0131.jpg,gado_gado
0132.jpg,rendang
0133.jpg,gado_gado
0134.jpg,nasi_goreng
0135.jpg,bakso
0136.jpg,bakso
0137.jpg,rendang
0138.jpg,rendang
0139.jpg,bakso
0140.jpg,bakso
0141.jpg,rendang
0142.jpg,nasi_goreng
0143.jpg,soto_ayam
0144.jpg,nasi_goreng
0145.jpg,rendang
0146.jpg,rendang
0147.jpg,soto_ayam
0148.jpg,soto_ayam
0149.jpg,soto_ayam
0150.jpg,rendang
0151.jpg,gado_gado
0152.jpg,rendang
0153.jpg,soto_ayam
0154.jpg,bakso
0155.jpg,soto_ayam
0156.jpg,nasi_goreng
0157.jpg,rendang
0158.jpg,soto_ayam
0159.jpg,nasi_goreng
0160.jpg,rendang
0161.jpg,nasi_goreng
0162.jpg,soto_ayam
0163.jpg,nasi_goreng
0164.jpg,rendang
0165.jpg,rendang
0166.jpg,gado_gado
0167.jpg,bakso
0168.jpg,bakso
0169.jpg,bakso
0170.jpg,rendang
0171.jpg,nasi_goreng
0172.jpg,nasi_goreng
0173.jpg,rendang
0174.jpg,nasi_goreng
0175.jpg,gado_gado
0176.jpg,rendang
0177.jpg,soto_ayam
0178.jpg,gado_gado
0179.jpg,soto_ayam
0180.jpg,bakso
0181.jpg,nasi_goreng
0182.jpg,rendang
0183.jpg,gado_gado
0184.jpg,soto_ayam
0185.jpg,bakso
0186.jpg,rendang
0187.jpg,nasi_goreng
0188.jpg,gado_gado
0189.jpg,soto_ayam
0190.jpg,gado_gado
0191.jpg,soto_ayam
0192.jpg,rendang
0193.jpg,rendang
0194.jpg,soto_ayam
0195.jpg,soto_ayam
0196.jpg,bakso
0197.jpg,bakso
0198.jpg,rendang
0199.jpg,nasi_goreng
0200.jpg,bakso
0201.jpg,rendang
0202.jpg,nasi_goreng
0203.jpg,bakso
0204.jpg,nasi_goreng
0205.jpg,bakso
0206.jpg,rendang
0207.jpg,nasi_goreng
0208.jpg,nasi_goreng
0209.jpg,rendang
0210.jpg,rendang
0211.jpg,rendang
0212.jpg,soto_ayam
0213.jpg,soto_ayam
0214.jpg,gado_gado
0215.jpg,rendang
0216.jpg,soto_ayam
0217.jpg,rendang
0218.jpg,soto_ayam
0219.jpg,rendang
0220.jpg,soto_ayam
0221.jpg,bakso
0222.jpg,nasi_goreng
0223.jpg,rendang
0224.jpg,gado_gado
0225.jpg,rendang
0226.jpg,bakso
0227.jpg,rendang
0228.jpg,gado_gado
0229.jpg,soto_ayam
0230.jpg,nasi_goreng
0231.jpg,bakso
0232.jpg,gado_gado
0233.jpg,rendang
0234.jpg,rendang
0235.jpg,gado_gado
0236.jpg,rendang
0237.jpg,soto_ayam
0238.jpg,bakso
0239.jpg,nasi_goreng
0240.jpg,rendang
0241.jpg,soto_ayam
0242.jpg,soto_ayam
0243.jpg,soto_ayam
0244.jpg,nasi_goreng
0245.jpg,soto_ayam
0246.jpg,nasi_goreng
0247.jpg,bakso
0248.jpg,rendang
0249.jpg,gado_gado
0250.jpg,bakso
0251.jpg,bakso
0252.jpg,soto_ayam
0253.jpg,nasi_goreng
0254.jpg,bakso
0255.jpg,nasi_goreng
0256.jpg,rendang
0257.jpg,rendang
0258.jpg,rendang
0259.jpg,gado_gado
0260.jpg,soto_ayam
0261.jpg,rendang
0262.jpg,gado_gado
0263.jpg,nasi_goreng
0264.jpg,gado_gado
0265.jpg,nasi_goreng
0266.jpg,rendang
0267.jpg,nasi_goreng
0268.jpeg,bakso
0269.jpg,gado_gado
0270.jpg,soto_ayam
0271.jpg,gado_gado
0272.jpg,nasi_goreng
0273.jpg,soto_ayam
0274.jpg,gado_gado
0275.jpg,gado_gado
0276.jpg,soto_ayam
0277.jpg,soto_ayam
0278.jpg,bakso
0279.jpg,soto_ayam
0280.jpg,rendang
0281.jpg,rendang
